0.0099639,-224.4422
0.0103029,-220.2943
0.0104258,-219.1495
0.0104867,-218.006
0.0108283,-217.0951
0.0111135,-216.1378
0.0116655,-216.8419
0.0120473,-216.7402
0.0123671,-216.83
0.0130038,-216.0582
0.0137865,-216.2843
0.014501,-217.226
0.0153719,-216.7857
0.0161597,-214.824
0.0165881,-214.7235
0.0170618,-214.5273
0.0179815,-215.2306
0.0184994,-216.272
0.0189536,-216.743
0.0211165,-223.6704
0.0214605,-223.9051
0.0216778,-223.9506
0.0223429,-223.992
0.0237332,-223.6942
0.025006,-223.0647
0.0276425,-220.6168
0.0290701,-220.6541
0.0302646,-220.5983
0.032284,-221.3468
0.0344328,-221.286
0.0361278,-219.8007
0.037381,-219.0798
0.0382909,-218.4561
0.040686,-219.7765
0.0424552,-221.1958
0.0448285,-221.2799
0.0474269,-221.0304
0.04988,-221.4485
0.0527735,-221.437
0.0593113,-221.318
0.064275,-220.3497
0.072676,-220.2295
0.077513,-220.1687
0.082517,-220.8224
0.088014,-221.0472
0.098749,-222.5469
0.10811,-222.1953
0.126525,-223.258
0.136606,-223.9087
0.147792,-224.7495
0.178547,-223.3306
0.197003,-221.6446
0.211823,-221.7727
0.222714,-220.6677
0.227676,-220.0444
0.233212,-219.2779
0.286342,-218.2842
0.314191,-219.1696
0.337317,-221.9635
0.358391,-222.9031
0.379952,-222.9864
0.415908,-221.8732
0.445349,-221.4309
0.479819,-221.6061
0.508719,-222.0225
0.593811,-219.8491
0.60702,-219.0355
0.62932,-218.1237
0.68887,-217.0106
0.72451,-217.4763
0.83702,-224.5866
0.87331,-225.3871
0.92705,-232.2291
0.9528,-238.6493
0.98134,-245.545
1.01585,-236.6847
1.04359,-230.063
1.10438,-220.6747
1.11544,-220.149
1.16157,-221.4259
1.22173,-222.1772
1.29879,-226.0678
1.37044,-233.1014
1.40146,-234.2868
